ID,CREATED_WHEN,IS_POSTPAID,PRICE_UPFRONT,VALUE_DIVISOR,PRICE_UNLOCK,DOWN_PAYMENT_PERIOD
3135345,2022-07-01 06:19:25.242000000,false,3700,1.000000000,17350,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135478,2022-07-01 06:19:47.997000000,false,4100,1.000000000,18975,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135430,2022-07-01 06:19:39.974000000,false,3200,1.000000000,14750,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135418,2022-07-01 06:19:37.817000000,false,4800,1.000000000,22475,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135343,2022-07-01 06:19:24.837000000,false,4300,1.000000000,20225,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135424,2022-07-01 06:19:38.764000000,false,3700,1.000000000,17175,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135388,2022-07-01 06:19:32.379000000,false,5600,1.000000000,25900,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135378,2022-07-01 06:19:30.684000000,false,3300,1.000000000,15200,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135601,2022-07-01 06:31:45.655000000,false,3900,1.000000000,18075,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3135316,2022-07-01 06:19:20.374000000,false,3800,1.000000000,17625,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3160309,2022-07-14 05:48:51.299000000,false,5600,1.000000000,25900,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3158931,2022-07-10 13:56:20.402000000,false,7100,1.000000000,33350,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3158936,2022-07-10 13:56:21.668000000,false,4400,1.000000000,20675,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3160310,2022-07-14 05:48:51.653000000,false,6600,1.000000000,30750,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3231736,2022-09-26 10:04:22.479000000,false,6600,1.000000000,30750,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3188379,2022-09-12 14:57:20.839000000,false,5000,1.000000000,23200,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3191799,2022-09-19 16:09:52.393000000,false,3300,1.000000000,15375,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3186431,2022-09-08 08:39:13.014000000,false,3000,1.000000000,14025,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3158923,2022-07-10 13:56:18.951000000,false,5400,1.000000000,25175,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3191123,2022-09-17 10:33:41.040000000,false,5000,1.000000000,23375,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3191117,2022-09-17 10:10:23.807000000,false,4800,1.000000000,22475,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3245017,2022-10-07 06:46:15.396000000,false,3900,1.000000000,18250,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3403619,2023-02-18 14:08:22.095000000,false,3200,1.000000000,15100,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3403624,2023-02-18 14:14:14.431000000,false,5500,1.000000000,25625,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3403706,2023-02-19 08:15:53.981000000,false,4600,1.000000000,21400,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3403929,2023-02-20 08:52:47.514000000,false,6100,1.000000000,28500,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3404142,2023-02-21 05:54:49.435000000,false,3300,1.000000000,15375,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3404184,2023-02-21 08:28:38.977000000,false,3300,1.000000000,15375,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3404195,2023-02-21 09:16:53.727000000,false,3200,1.000000000,15100,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3404194,2023-02-21 09:14:50.661000000,false,4100,1.000000000,18975,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3404219,2023-02-21 10:11:33.518000000,false,3500,1.000000000,16450,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3405409,2023-02-24 10:22:01.205000000,false,4300,1.000000000,20050,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3408926,2023-03-02 08:30:40.496000000,false,4200,1.000000000,19600,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3408994,2023-03-02 12:57:52.556000000,false,4500,1.000000000,20775,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3412301,2023-03-07 12:21:43.080000000,false,3400,1.000000000,18275,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3445565,2023-03-14 07:19:05.862000000,false,3600,1.000000000,16725,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3449679,2023-03-22 15:07:49.963000000,false,3400,1.000000000,15825,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3450489,2023-03-24 08:10:03.274000000,false,4100,1.000000000,18975,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3452522,2023-03-29 06:51:56.581000000,false,3800,1.000000000,17800,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3452473,2023-03-29 06:13:23.085000000,false,4800,1.000000000,22475,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3470662,2023-04-14 14:52:04.515000000,false,4500,1.000000000,21125,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3194062,2022-09-22 05:47:22.498000000,false,3000,1.000000000,14025,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3191222,2022-09-18 11:39:12.607000000,false,4300,1.000000000,19875,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3247825,2022-10-16 07:39:11.189000000,false,3700,1.000000000,17175,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142549,2022-07-06 06:32:09.655000000,false,4000,1.000000000,18525,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142537,2022-07-06 06:32:06.964000000,false,4200,1.000000000,19600,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142541,2022-07-06 06:32:07.746000000,false,3800,1.000000000,17800,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142515,2022-07-06 06:28:29.264000000,false,3200,1.000000000,15100,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142532,2022-07-06 06:32:05.663000000,false,5200,1.000000000,24100,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142546,2022-07-06 06:32:08.721000000,false,7300,1.000000000,34075,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142514,2022-07-06 06:28:29.161000000,false,3100,1.000000000,14300,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142485,2022-07-06 06:28:24.572000000,false,6300,1.000000000,29400,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142534,2022-07-06 06:32:06.384000000,false,5000,1.000000000,23375,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142529,2022-07-06 06:32:04.973000000,false,5300,1.000000000,24900,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142499,2022-07-06 06:28:26.998000000,false,7100,1.000000000,33000,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142484,2022-07-06 06:28:24.340000000,false,4500,1.000000000,20950,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142522,2022-07-06 06:28:30.648000000,false,3500,1.000000000,16100,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142555,2022-07-06 06:32:10.826000000,false,5500,1.000000000,25625,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142492,2022-07-06 06:28:26.043000000,false,4300,1.000000000,20050,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142496,2022-07-06 06:28:26.612000000,false,5100,1.000000000,23825,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142550,2022-07-06 06:32:09.847000000,false,4300,1.000000000,20050,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142552,2022-07-06 06:32:10.239000000,false,4400,1.000000000,20675,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142486,2022-07-06 06:28:24.756000000,false,5900,1.000000000,27425,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142520,2022-07-06 06:28:30.361000000,false,4100,1.000000000,18975,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142507,2022-07-06 06:28:28.140000000,false,5800,1.000000000,26975,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142533,2022-07-06 06:32:06.192000000,false,4500,1.000000000,20950,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142536,2022-07-06 06:32:06.774000000,false,3900,1.000000000,18250,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142542,2022-07-06 06:32:07.935000000,false,3000,1.000000000,14025,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142500,2022-07-06 06:28:27.174000000,false,5500,1.000000000,25450,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142548,2022-07-06 06:32:09.465000000,false,3200,1.000000000,14925,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142538,2022-07-06 06:32:07.156000000,false,4500,1.000000000,20950,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142509,2022-07-06 06:28:28.425000000,false,5000,1.000000000,23200,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142487,2022-07-06 06:28:24.865000000,false,8600,1.000000000,39925,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142511,2022-07-06 06:28:28.706000000,false,6600,1.000000000,30750,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142491,2022-07-06 06:28:25.484000000,false,4100,1.000000000,18975,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142526,2022-07-06 06:28:31.229000000,false,4100,1.000000000,18975,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142495,2022-07-06 06:28:26.433000000,false,4600,1.000000000,21400,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142517,2022-07-06 06:28:29.547000000,false,4300,1.000000000,20050,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142553,2022-07-06 06:32:10.438000000,false,4900,1.000000000,22750,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142494,2022-07-06 06:28:26.325000000,false,5300,1.000000000,24900,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142551,2022-07-06 06:32:10.040000000,false,5500,1.000000000,25450,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142545,2022-07-06 06:32:08.519000000,false,8800,1.000000000,41000,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142488,2022-07-06 06:28:25.044000000,false,9000,1.000000000,42075,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3142539,2022-07-06 06:32:07.353000000,false,3300,1.000000000,15375,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3255716,2022-10-29 15:53:10.656000000,false,3700,1.000000000,17175,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3177114,2022-08-24 10:55:38.957000000,false,3500,1.000000000,16275,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3231415,2022-09-24 08:53:19.944000000,false,4500,1.000000000,20775,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3244865,2022-10-06 13:15:11.107000000,false,3100,1.000000000,14300,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3304852,2022-11-30 10:34:31.252000000,false,100,1.000000000,275,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3194331,2022-09-22 10:36:47.954000000,false,5400,1.000000000,25175,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3234603,2022-09-30 16:49:35.202000000,false,3900,1.000000000,18250,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3234606,2022-09-30 17:08:06.528000000,false,4800,1.000000000,27805,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3191070,2022-09-17 07:01:02.501000000,false,2900,1.000000000,15500,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3231418,2022-09-24 08:56:12.157000000,false,4200,1.000000000,19600,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3231417,2022-09-24 08:55:16.864000000,false,4300,1.000000000,19875,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3294196,2022-11-17 05:36:32.432000000,false,7900,1.000000000,36950,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3173579,2022-08-18 05:00:34.242000000,false,1,1.000000000,27,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3194317,2022-09-22 10:02:10.662000000,false,4200,1.000000000,19425,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3253130,2022-10-22 13:13:01.765000000,false,3300,1.000000000,15550,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3371940,2023-01-14 16:15:58.004000000,false,3200,1.000000000,15100,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3255359,2022-10-28 11:40:13.290000000,false,3000,1.000000000,13925,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3234610,2022-09-30 17:58:47.546000000,false,4200,1.000000000,19600,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3373557,2023-01-18 14:14:34.391000000,false,7900,1.000000000,36950,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
3373548,2023-01-18 14:10:16.970000000,false,5300,1.000000000,24725,"{
  ""days"": 7,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
