ID,NETWORK_STATE,RECEIPT_ID,ACCOUNT_ID,CATEGORY,IS_DOWN_PAYMENT,IS_TESTING
441331843,,446958106,6096930,,false,false
441335873,,446962104,5837212,,false,false
441351130,,446977410,6061503,,false,false
441314672,,446940864,6784374,,false,false
441371506,,446997892,6040965,,false,false
441260456,,446886460,5906634,,false,false
393003047,,397770670,5899814,,false,false
404205094,,409132501,5823812,,false,false
441365455,,446991805,6144146,,false,false
441291310,,446917462,5897547,,false,false
415987396,,421132230,5914410,,false,false
395451517,,400242744,5831893,,false,false
400205013,,405068808,5954808,,false,false
400203963,,405067832,6038205,,false,false
401481805,,406378539,5935977,,false,false
398569909,,403415193,5944877,,false,false
401480476,,406377203,6128866,,false,false
401484046,,406380882,6016136,,false,false
401475819,,406372446,6010169,,false,false
406944971,,411924981,5949665,,false,false
401485548,,406382412,6004328,,false,false
415879291,,421021252,6029398,,false,false
353440203,,357523239,5923056,,true,false
373401744,,377809655,5974575,,false,false
373397014,,377804727,5915503,,false,false
373396645,,377804338,6143252,,false,false
358090201,,362249834,5931356,,false,false
373408064,,377816390,5804890,,false,false
373406484,,377814709,5895769,,false,false
373407715,,377816017,6039448,,false,false
373409655,,377818101,6022534,,false,false
373391794,,377799288,6060753,,false,false
373398054,,377805805,6143252,,false,false
355808480,,359948051,5952329,,true,false
401452870,,406349005,6475961,,false,false
406658679,,411634166,6000017,,false,false
406707027,,411682888,5951389,,false,false
389949406,,394658867,5934848,,false,false
435631528,,441144237,5814508,,false,false
411256469,,416330404,5889034,,false,false
423581366,,428868328,6438718,,false,false
435731253,,441244093,5874719,,false,false
414084845,,419206679,6003275,,false,false
439610522,,445196333,5858199,,false,false
417244321,,422403429,5839739,,false,false
440433864,,446048012,5946731,,false,false
429799554,,435202474,6030666,,false,false
440428345,,446039384,6454852,,false,false
429772768,,435175420,5879618,,false,false
439690442,,445278311,6131715,,false,false
429801694,,435204648,5954808,,false,false
429781696,,435184375,6075359,,false,false
381248400,,385797946,5919356,,false,false
381228458,,385777853,5969182,,false,false
429774059,,435176716,6095772,,false,false
412497945,,417585379,6154182,,false,false
429780367,,435183032,6039195,,false,false
426076937,,431399955,5998866,,false,false
424729077,,430033710,6828619,,false,false
414322093,,419447387,5821493,,false,false
424729594,,430034176,5795883,,false,false
430606462,,436020052,6485370,,false,false
412580385,,417669005,5911581,,false,false
428518688,,433909036,6716314,,false,false
442854552,,448505078,5841403,,false,false
442859336,,448509488,6024016,,false,false
442860191,,448510310,6760536,,false,false
442859470,,448509609,6848307,,false,false
428689465,,434081973,5814698,,false,false
440315802,,445911188,6021696,,false,false
372353032,,376746515,6029246,,false,false
372911817,,377312792,5929402,,false,false
372926668,,377328138,5793259,,false,false
371755558,,376122289,6156032,,true,false
368978331,,373304090,6016564,,false,false
428589338,,433979893,5978624,,false,false
442250689,,447891491,6107837,,false,false
442254224,,447894988,6814555,,false,false
442256921,,447897669,6780569,,false,false
368332989,,372650444,6021143,,false,false
395802079,,400595856,6115202,,false,false
405012547,,409950079,6108741,,false,false
428079477,,433468937,6028879,,false,false
428063189,,433452631,6067216,,false,false
428079349,,433468811,5839624,,false,false
409593372,,414639808,5837181,,false,false
409594934,,414641660,6054515,,false,false
409615606,,414666244,5871942,,false,false
420560479,,425781921,5931149,,false,false
403261908,,408178679,5982539,,false,false
403261535,,408178303,5821499,,false,false
403265829,,408182505,6021472,,false,false
428078903,,433468357,6037582,,false,false
403277375,,408193994,6026664,,false,false
428075159,,433464601,6057093,,false,false
409625864,,414680318,5937820,,false,false
427527817,,432914196,6904520,,false,false
427708565,,433097245,5900221,,false,false
427566168,,432953171,6025081,,false,false
427684781,,433073474,6104206,,false,false
427701338,,433090011,5817329,,false,false
383474603,,388054143,6147356,,false,false
392352883,,397089878,6039722,,false,false
392353453,,397090450,5822135,,false,false
392356746,,397093714,5862416,,false,false
433021364,,438502572,6118485,,false,false
420738723,,425962231,6135720,,false,false
420704365,,425927221,5907175,,false,false
420707506,,425930408,6165243,,false,false
420750441,,425974141,5944877,,false,false
420750090,,425973778,5897358,,false,false
421524965,,426765289,5967607,,false,false
421539753,,426780184,6008295,,false,false
421531736,,426772069,5919110,,false,false
411385027,,416461017,6004315,,false,false
343924722,,347869169,5792528,,true,false
386297326,,390927457,5905619,,false,false
373470775,,377879946,5817420,,false,false
350077235,,354114857,5882488,,true,false
373479111,,377888557,5793867,,false,false
373483442,,377893016,5809394,,false,false
373513013,,377923568,5934945,,false,false
373481833,,377891348,5999173,,false,false
373508790,,377919164,6003146,,false,false
373514901,,377925493,6021280,,false,false
373510302,,377920783,5972892,,false,false
410949329,,416021079,5828627,,false,false
417103579,,422259218,5791298,,false,false
417095991,,422251599,5833371,,false,false
380581933,,385123782,6113531,,false,false
417095031,,422250630,6044563,,false,false
417101480,,422257106,5886805,,false,false
417093290,,422248891,5817194,,false,false
417097448,,422253072,6463053,,false,false
417092735,,422248326,5825685,,false,false
417102406,,422258035,5997091,,false,false
365989651,,370264040,6030037,,false,false
377644162,,382125826,5977332,,false,false
420761460,,425985432,5814508,,false,false
421526777,,426767090,5967607,,false,false
421524552,,426764862,5916043,,false,false
417097618,,422253249,5908925,,false,false
417093686,,422249291,6120901,,false,false
431670599,,437096264,6106629,,false,false
440748820,,446368371,5954580,,false,false
439195546,,444775949,5954808,,false,false
424785113,,430089294,6498811,,false,false
410818193,,415886531,6506042,,false,false
388768350,,393448509,6086548,,false,false
424431472,,429731635,5815589,,false,false
424775484,,430079509,5934155,,false,false
424773796,,430077810,6063087,,false,false
424786098,,430090283,5973545,,false,false
423386226,,428670883,5796675,,false,false
442133697,,447771673,6840156,,false,false
442155767,,447794206,6007035,,false,false
442143406,,447781586,5935626,,false,false
442151200,,447789509,5880427,,false,false
386258463,,390887185,5964161,,false,false
411400615,,416476381,5862416,,false,false
370698732,,375044340,5859622,,false,false
431139576,,436559268,5866134,,false,false
424118667,,429411781,6048858,,false,false
424125344,,429418576,6049833,,false,false
424125293,,429418526,5929402,,false,false
411503822,,416581574,6112148,,false,false
411537986,,416616500,6166464,,false,false
402486545,,407391958,6032282,,false,false
393580583,,398352700,5968070,,false,false
374016369,,378434139,6076492,,false,false
380170507,,384707757,6032282,,false,false
378959024,,383458159,5816515,,false,false
350794639,,354837158,5889847,,true,false
454772542,,460683612,5921198,,false,false
454772387,,460683454,6029083,,false,false
454789011,,460700734,6051097,,false,false
454684609,,460593870,5920565,,false,false
454662885,,460571782,6475961,,false,false
454675341,,460584447,5937130,,false,false
454690803,,460600181,5837501,,false,false
454708786,,460618733,6156032,,false,false
454665280,,460574203,5856389,,false,false
454661171,,460570019,5805373,,false,false
454669801,,460578814,5891725,,false,false
454663981,,460572894,5816362,,false,false
454659447,,460568292,6128866,,false,false
454654831,,460563603,7089080,,false,false
454692279,,460601694,6144146,,false,false
454675735,,460584848,5806199,,false,false
454703822,,460613588,5950092,,false,false
454668354,,460577336,5998814,,false,false
454698349,,460607918,6068096,,false,false
454699742,,460609354,6016425,,false,false
454703818,,460613584,6760536,,false,false
454694409,,460603875,5999219,,false,false
454657979,,460566806,5823359,,false,false
454684824,,460594093,5921997,,false,false
454678235,,460587417,6845888,,false,false
454667449,,460576413,5821158,,false,false
455956998,,461885346,5919356,,false,false
455960646,,461889066,5873104,,false,false
455959832,,461888233,5898079,,false,false
352916648,,356996176,5915783,,true,false
364864709,,369125291,5975173,,false,false
364863316,,369123842,5874915,,false,false
364861271,,369121730,5816604,,false,false
362534419,,366760377,6050006,,true,false
435537866,,441050037,5886805,,false,false
352232635,,356305195,5816604,,false,false
352228551,,356301086,5806123,,false,false
457771418,,463728692,5950092,,false,false
457770580,,463727807,6485370,,false,false
457219235,,463165576,5966157,,false,false
457217561,,463163869,5878851,,false,false
457210370,,463156596,5792769,,false,false
457214321,,463160609,5841678,,false,false
457213291,,463159565,6155108,,false,false
457210076,,463156304,6049809,,false,false
457213773,,463160054,6155108,,false,false
457218567,,463164889,5961343,,false,false
457209715,,463155938,6021006,,false,false
457780835,,463738203,6437867,,false,false
457783755,,463741140,5813472,,false,false
457781454,,463738821,6562921,,false,false
457781700,,463739065,7008737,,false,false
457781950,,463739316,6562921,,false,false
457783805,,463741192,5893617,,false,false
452490452,,458341338,6103763,,false,false
452551291,,458402406,6760536,,false,false
452482033,,458332848,5910603,,false,false
452513487,,458364398,5807285,,false,false
452431885,,458282033,5999817,,false,false
452479044,,458329809,6877135,,false,false
452545808,,458396891,5974259,,false,false
452539341,,458390424,5942486,,false,false
452461766,,458312422,5938598,,false,false
452497458,,458348348,7008737,,false,false
452459047,,458309658,5921736,,false,false
452488958,,458339829,5814508,,false,false
452462632,,458313283,5874402,,false,false
452488944,,458339808,5934902,,false,false
452504991,,458355920,6100482,,false,false
452524821,,458375812,5823007,,false,false
452460860,,458311500,6104206,,false,false
452441084,,458291421,6101393,,false,false
452545488,,458396568,5855264,,false,false
452380110,,458228602,6453982,,false,false
452374933,,458223254,6622815,,false,false
452369250,,458217360,6147356,,false,false
452375459,,458223803,5978624,,false,false
452369105,,458217217,5958106,,false,false
452375893,,458224248,6044316,,false,false
452373583,,458221860,5857998,,false,false
348481995,,352502722,5808820,,false,false
364999403,,369261766,6070843,,false,false
386490507,,391123684,5872212,,false,false
417794763,,422959881,5860066,,false,false
401547169,,406445434,6473069,,false,false
422134485,,427382544,5831037,,false,false
410198826,,415260319,5977660,,false,false
410200343,,415261858,6506173,,false,false
390068592,,394781097,6150875,,false,false
459057208,,465062120,6147201,,false,false
459056791,,465061675,5950092,,false,false
459056391,,465061252,6031092,,false,false
459058425,,465063423,6485370,,false,false
459058613,,465063622,6121338,,false,false
459059636,,465064675,5986133,,false,false
459059883,,465064930,5999173,,false,false
459065796,,465070928,5929928,,false,false
459069913,,465075099,5949728,,false,false
459069251,,465074427,5970694,,false,false
459069664,,465074847,5869592,,false,false
459067008,,465072153,5816362,,false,false
459067010,,465072155,6009254,,false,false
459068466,,465073631,6145134,,false,false
459069326,,465074505,5970694,,false,false
459067531,,465072681,6814555,,false,false
459069563,,465074743,5936177,,false,false
459068731,,465073896,5895442,,false,false
459082933,,465088312,6760536,,false,false
459086871,,465092384,5813834,,false,false
459085618,,465091086,6059898,,false,false
459080574,,465085955,6047064,,false,false
459085003,,465090440,5847265,,false,false
417212707,,422370633,6152609,,false,false
459084940,,465090375,5931356,,false,false
459082461,,465087829,5833832,,false,false
459087431,,465092962,5959070,,false,false
458384993,,464374297,6147141,,false,false
458366351,,464352475,5949665,,false,false
458396824,,464388305,6075073,,false,false
458381363,,464369920,6477307,,false,false
458375694,,464363060,6470896,,false,false
458370971,,464357686,5951965,,false,false
453989702,,459875262,5959699,,false,false
453944456,,459827822,6793944,,false,false
453936064,,459819358,6015856,,false,false
459722681,,465741099,5944507,,false,false
459723088,,465741518,7106047,,false,false
459722512,,465740920,6081946,,false,false
459723486,,465741933,6118071,,false,false
459731585,,465750334,5947793,,false,false
459731835,,465750592,5947793,,false,false
459731967,,465750731,5978624,,false,false
459733323,,465752177,5833832,,false,false
459728261,,465746873,7105084,,false,false
459735672,,465754641,5829539,,false,false
459733283,,465752133,5815005,,false,false
459737349,,465756400,5896239,,false,false
459812353,,465835284,5978555,,false,false
459822764,,465846176,6906947,,false,false
459818435,,465841671,5916043,,false,false
459825112,,465848647,6726234,,false,false
458352850,,464336823,5934848,,false,false
458397775,,464389854,5993675,,false,false
445396366,,451113397,5950092,,false,false
445058583,,450768733,5837212,,false,false
444654480,,450330493,5991113,,false,false
444629212,,450304494,6726234,,false,false
444646010,,450321732,5878680,,false,false
370557546,,374901301,6034033,,false,false
361421403,,365633052,5976076,,false,false
361324876,,365532761,6031092,,true,false
361293733,,365502276,5911882,,false,false
361315007,,365523359,6030603,,true,false
375670860,,380109610,5862450,,false,false
391126219,,395851551,5952760,,false,false
391072925,,395797280,6137188,,false,false
391126922,,395852243,5999173,,false,false
357051157,,361197730,5915541,,false,false
426780399,,432114330,6116150,,false,false
434153463,,439648289,5850263,,false,false
426775804,,432109709,5855454,,false,false
426755697,,432089324,5986494,,false,false
426758090,,432091741,6154483,,false,false
426758085,,432091735,6150134,,false,false
426759332,,432093014,5947427,,false,false
426767938,,432101767,5935246,,false,false
426764892,,432098670,6038651,,false,false
426763307,,432097052,6117098,,false,false
426757854,,432091503,6145643,,false,false
426769282,,432103122,5994944,,false,false
421796768,,427042217,5792435,,false,false
426761412,,432095117,5813834,,false,false
375055847,,379487560,6152693,,false,false
375068646,,379500575,5995640,,false,false
438628877,,444201660,6095772,,false,false
433950103,,439442172,5813370,,false,false
434002293,,439494963,5983065,,false,false
437157601,,442704513,5833371,,false,false
403323427,,408240743,5860066,,false,false
403321289,,408238478,5965741,,false,false
397093904,,401921671,6025189,,false,false
403320685,,408237877,6005199,,false,false
403321994,,408239245,6074655,,false,false
403319441,,408236604,5978729,,false,false
403321438,,408238639,6028879,,false,false
403326667,,408244036,6113531,,false,false
403318661,,408235814,6071071,,false,false
392906918,,397674815,6120901,,false,false
387550162,,392196265,5919022,,false,false
387552204,,392198330,5813472,,false,false
381366794,,385916733,5919368,,false,false
356280327,,360418822,5959911,,true,false
381452866,,386003200,5845043,,false,false
367116968,,371404813,5972551,,false,false
367122192,,371409454,6104445,,true,false
367130646,,371418683,6059400,,false,false
367115743,,371403568,5834634,,false,false
367082606,,371370220,5960807,,false,false
367087215,,371374855,5792769,,false,false
379693689,,384200073,6100548,,false,false
367082929,,371370262,6103567,,true,false
367079301,,371366914,5859154,,false,false
367089715,,371377355,5978809,,false,false
367086701,,371374336,6057936,,false,false
367089568,,371377207,5892230,,false,false
367080766,,371368371,5844464,,false,false
367083723,,371371343,5817599,,false,false
367084977,,371372598,5990594,,false,false
367089555,,371376401,6103704,,true,false
367069812,,371357368,5887817,,false,false
367072487,,371360066,6041305,,false,false
425076336,,430385421,6058501,,false,false
425008633,,430317474,5886202,,false,false
424984549,,430293323,5861759,,false,false
375825925,,380275819,6058315,,false,false
375222476,,379657375,5887376,,false,false
375224262,,379659203,6062779,,false,false
374031936,,378449528,5973983,,false,false
376087857,,380551421,5911102,,false,false
376013119,,380476632,6062862,,false,false
376035715,,380499201,5952317,,false,false
462200547,,468263752,5841089,,false,false
462205052,,468268424,6083380,,false,false
462173675,,468235592,5898810,,false,false
400073372,,404935290,5932275,,false,false
390315113,,395029333,6039195,,false,false
401280801,,406175545,6506173,,false,false
385990533,,390616382,5791298,,false,false
395382369,,400175172,6117379,,false,false
395383085,,400175780,5834833,,false,false
401247449,,406141959,5844711,,false,false
461710323,,467766605,5951774,,false,false
461710990,,467767286,6116150,,false,false
461689928,,467745866,5871942,,false,false
461674865,,467730493,5946249,,false,false
461428738,,467478288,6013385,,false,false
461475772,,467526113,5919393,,false,false
461427163,,467476699,5905337,,false,false
461438505,,467488161,5816465,,false,false
461436792,,467486422,5813908,,false,false
461407822,,467457140,6845888,,false,false
461462474,,467512477,6143252,,false,false
461405828,,467455106,6041113,,false,false
461457523,,467507481,5931472,,false,false
461452974,,467502868,5974259,,false,false
461413848,,467463170,5928246,,false,false
461439439,,467489101,6470896,,false,false
461457457,,467507409,5974259,,false,false
461445360,,467495117,6524220,,false,false
461472856,,467523140,5813834,,false,false
461432404,,467481983,6726234,,false,false
461423419,,467472888,5887376,,false,false
461444052,,467493787,5881800,,false,false
461420604,,467470041,5798234,,false,false
461461050,,467511026,6021812,,false,false
461398208,,467447442,5907718,,false,false
461467712,,467517858,5998866,,false,false
461465043,,467515099,5946235,,false,false
461448467,,467498269,5804890,,false,false
461473081,,467523372,6078508,,false,false
461470327,,467520552,6484675,,false,false
461445317,,467495076,5803358,,false,false
461470227,,467520448,5813834,,false,false
462211487,,468275075,6118312,,false,false
459467695,,465480883,5930428,,false,false
459398568,,465411430,5855741,,false,false
459466497,,465479665,5899164,,false,false
459387781,,465400614,6619036,,false,false
459411449,,465424347,5812453,,false,false
459466360,,465479524,5854668,,false,false
459454716,,465467851,5946510,,false,false
459466636,,465479803,5817599,,false,false
459440106,,465453164,6131581,,false,false
459397451,,465410331,6017253,,false,false
459402428,,465415257,6054186,,false,false
459455180,,465468305,6430107,,false,false
459454053,,465467168,6043130,,false,false
459462645,,465475779,6007832,,false,false
459444078,,465457172,6091359,,false,false
459397509,,465410396,6075808,,false,false
459406317,,465419180,5920565,,false,false
459449606,,465462700,6473069,,false,false
459466420,,465479577,5904550,,false,false
459468965,,465482149,5911628,,false,false
462936096,,469017252,6091733,,false,false
462932312,,469013386,5926968,,false,false
463409208,,469495835,5907175,,false,false
463409430,,469496055,6722748,,false,false
463414318,,469500968,5934848,,false,false
463411670,,469498299,6118974,,false,false
463412363,,469498986,6667367,,false,false
463410326,,469496952,6107837,,false,false
463447423,,469534541,6147201,,false,false
463446957,,469534052,6033477,,false,false
463448830,,469535989,5998866,,false,false
463445491,,469532559,5947427,,false,false
463444043,,469531066,6492028,,false,false
463447536,,469534656,5946985,,false,false
463443817,,469530842,5951965,,false,false
463449061,,469536228,6021854,,false,false
463445063,,469532121,5854748,,false,false
463444402,,469531453,6716917,,false,false
463443243,,469530254,6498811,,false,false
463450288,,469537482,5955487,,false,false
412159183,,417244608,6138421,,false,false
412151948,,417237285,6113401,,false,false
418988488,,424186312,5960807,,false,false
418990199,,424188062,5806322,,false,false
464105036,,470204578,5959113,,false,false
464108475,,470208216,5929950,,false,false
464105165,,470204718,5935564,,false,false
464109615,,470209373,5813834,,false,false
464111194,,470210985,5837236,,false,false
464113259,,470213128,5978555,,false,false
464104504,,470204018,5990959,,false,false
416967524,,422121992,5794717,,false,false
430705494,,436119450,5850231,,false,false
408205497,,413220785,5983697,,false,false
359585752,,363759217,5823617,,false,false
428294287,,433684027,6118071,,false,false
417122799,,422278654,5881760,,false,false
428248383,,433638048,5984530,,false,false
428255195,,433644879,5878433,,false,false
400413397,,405277698,5900777,,false,false
406430644,,411404531,6146030,,false,false
402067070,,406969511,6152818,,false,false
382876477,,387448574,5930777,,false,false
378848546,,383346805,6100412,,false,false
372623505,,377018913,5896056,,false,false
378836490,,383334441,5993688,,false,false
382891693,,387464081,6154364,,false,false
378838445,,383336453,5952507,,false,false
378861056,,383359519,5845043,,false,false
378713571,,383208751,6147272,,false,false
378713280,,383208469,6147272,,false,false
378713606,,383208786,5813349,,false,false
378709721,,383204919,5951474,,false,false
372350727,,376744155,5988061,,false,false
372360516,,376754126,6069711,,false,false
378707973,,383203181,5881800,,false,false
416922728,,422076632,6038651,,false,false
392393556,,397130707,5837212,,false,false
381808568,,386365284,6038205,,false,false
390764064,,395485752,5934848,,false,false
389790488,,394497846,6032107,,false,false
464739816,,470854062,5991958,,false,false
464740436,,470854717,6485370,,false,false
374395990,,378818677,5880032,,false,false
391181174,,395907164,6016425,,false,false
391182428,,395908386,5946510,,false,false
399056598,,403906127,6124724,,false,false
399056275,,403905808,5899178,,false,false
399052618,,403902044,5804890,,false,false
385753379,,390375540,6021696,,false,false
416854967,,422008338,6119272,,false,false
374056697,,378474349,5995219,,false,false
369927358,,374263721,5947653,,false,false
391185659,,395911553,5990594,,false,false
390728944,,395450155,5916138,,false,false
465314919,,471439263,5991918,,false,false
465314153,,471438410,5895750,,false,false
465320628,,471445536,6590345,,false,false
466025328,,472163425,6118312,,false,false
466104379,,472244654,5857898,,false,false
466103440,,472243689,5887837,,false,false
466104274,,472244544,6030603,,false,false
466097960,,472237988,5936402,,false,false
466095546,,472235508,6485370,,false,false
466098118,,472238155,5936402,,false,false
466095614,,472235578,5790875,,false,false
466100708,,472240857,5937130,,false,false
466095816,,472235780,6152640,,false,false
466618946,,472767932,6145744,,false,false
466619282,,472768284,6145744,,false,false
466626150,,472775289,6437867,,false,false
466626913,,472776077,5796858,,false,false
466626356,,472775494,6001132,,false,false
466625342,,472774477,6503147,,false,false
466626879,,472776042,5816362,,false,false
466624546,,472773680,5947793,,false,false
466627252,,472776424,5814123,,false,false
466627339,,472776510,6442220,,false,false
466628031,,472777211,5907175,,false,false
466628298,,472777484,5946510,,false,false
466623338,,472772457,6056529,,false,false
466622046,,472771145,6037977,,false,false
466623476,,472772597,5917090,,false,false
464944031,,471063974,6095772,,false,false
464949259,,471069158,6100010,,false,false
464993408,,471113584,6040064,,false,false
464974960,,471095030,6040852,,false,false
465338774,,471464379,6054750,,false,false
465286654,,471409510,5833832,,false,false
465281532,,471404232,5947080,,false,false
465265398,,471387696,5887376,,false,false
465235923,,471357659,5807587,,false,false
465277933,,471400536,5965979,,false,false
465283466,,471406228,6484675,,false,false
465266070,,471388381,5816362,,false,false
465255807,,471377902,6049167,,false,false
465293865,,471416974,6049833,,false,false
465298187,,471421459,5798234,,false,false
467277607,,473444068,6071264,,false,false
467304315,,473471274,6093445,,false,false
467306440,,473473417,6003273,,false,false
467299444,,473466422,5937380,,false,false
467300875,,473467855,5837583,,false,false
467367250,,473535488,6506042,,false,false
354474269,,358570520,5879115,,false,false
363515069,,367752360,5921736,,false,false
363515680,,367752964,5831037,,false,false
467402233,,473571462,5837236,,false,false
467396959,,473565993,5898692,,false,false
466616504,,472765395,6150399,,false,false
467396493,,473565508,6152818,,false,false
467407413,,473576857,5972892,,false,false
467398781,,473567902,5942914,,false,false
467897798,,474073219,6082300,,false,false
467895113,,474070326,5937210,,false,false
467897063,,474072434,5935048,,false,false
467894409,,474069583,5937210,,false,false
467896672,,474072016,5837583,,false,false
467905784,,474081580,6123318,,false,false
467946848,,474123586,6062823,,false,false
467911823,,474087678,6686714,,false,false
467910818,,474086653,5947793,,false,false
467914068,,474089970,6437867,,false,false
467913021,,474088908,5805867,,false,false
384635472,,389243634,5804034,,false,false
468519442,,474705500,5978624,,false,false
468520787,,474706879,5994411,,false,false
468521174,,474707268,6848307,,false,false
468517765,,474703788,6110432,,false,false
468520532,,474706617,5944507,,false,false
468521536,,474707636,6437867,,false,false
380400630,,384939470,5854668,,false,false
452210619,,458053078,5794678,,false,false
452222158,,458064926,5919022,,false,false
468534117,,474720498,5974457,,false,false
468535143,,474721532,5974457,,false,false
468531551,,474717869,6087213,,false,false
468533401,,474719775,6454852,,false,false
468531134,,474717441,5794759,,false,false
468528748,,474714982,6442220,,false,false
420129456,,425342830,6107262,,false,false
439132190,,444711327,5905619,,false,false
358797531,,362963816,5813908,,false,false
358758833,,362924916,5805867,,false,false
358817936,,362984285,5856389,,false,false
358839158,,363005745,5873594,,false,false
464257646,,470367707,5880427,,false,false
468560735,,474747985,6152771,,false,false
468563913,,474751277,6145459,,false,false
468561277,,474748561,6733703,,false,false
