ID,CURRENCY,EFFECTIVE_WHEN,TYPE,AMOUNT
370610239,KES,2022-09-23 17:49:09.000000000,ANGAZA_IPN,553
438381723,KES,2023-01-11 07:51:48.000000000,ANGAZA_IPN,700
466191263,KES,2023-02-23 17:50:45.000000000,ANGAZA_IPN,658
453664928,KES,2023-02-04 08:00:59.000000000,ANGAZA_IPN,105
434471909,KES,2023-01-04 19:13:10.000000000,ANGAZA_IPN,483
435533094,KES,2023-01-06 17:05:53.000000000,ANGAZA_IPN,462
434226388,KES,2023-01-04 16:41:26.000000000,ANGAZA_IPN,700
448592847,KES,2023-01-27 10:33:25.000000000,ANGAZA_IPN,420
419697851,KES,2022-12-13 06:36:21.000000000,ANGAZA_IPN,150
413840463,KES,2022-12-04 02:02:10.000000000,ANGAZA_IPN,600
493814502,KES,2023-04-07 13:58:49.000000000,ANGAZA_IPN,105
403936956,KES,2022-11-18 11:11:18.000000000,ANGAZA_IPN,707
370681545,KES,2022-09-23 19:01:13.000000000,ANGAZA_IPN,116
384901131,KES,2022-10-17 18:07:13.000000000,ANGAZA_IPN,140
359151055,KES,2022-09-04 10:16:45.000000000,ANGAZA_IPN,3200
463322165,KES,2023-02-19 15:36:46.000000000,ANGAZA_IPN,546
458754919,KES,2023-02-12 05:42:09.000000000,ANGAZA_IPN,672
379663668,KES,2022-10-09 08:08:43.000000000,ANGAZA_IPN,700
357022781,KES,2022-08-31 16:08:29.000000000,ANGAZA_IPN,1000
474815766,KES,2023-03-09 12:00:53.000000000,ANGAZA_IPN,588
457310723,KES,2023-02-09 17:57:34.000000000,ANGAZA_IPN,100
415771005,KES,2022-12-06 18:57:33.000000000,ANGAZA_IPN,504
461086512,KES,2023-02-15 17:40:46.000000000,ANGAZA_IPN,150
395179973,KES,2022-11-03 18:21:46.000000000,ANGAZA_IPN,111
368073284,KES,2022-09-19 16:15:42.000000000,ANGAZA_IPN,3100
472616831,KES,2023-03-05 17:54:36.000000000,ANGAZA_IPN,588
389584845,KES,2022-10-25 17:26:01.000000000,ANGAZA_IPN,5
398521750,KES,2022-11-09 14:58:39.000000000,ANGAZA_IPN,383
444542038,KES,2023-01-20 18:00:44.000000000,ANGAZA_IPN,80
418490022,KES,2022-12-11 12:19:39.000000000,ANGAZA_IPN,97
474631145,KES,2023-03-08 18:54:31.000000000,ANGAZA_IPN,20
350257778,KES,2022-08-19 15:33:47.000000000,ANGAZA_IPN,714
387532994,KES,2022-10-22 13:20:12.000000000,ANGAZA_IPN,500
380157135,KES,2022-10-09 20:31:17.000000000,ANGAZA_IPN,500
474769277,KES,2023-03-09 08:43:57.000000000,ANGAZA_IPN,258
370163524,KES,2022-09-23 04:34:57.000000000,ANGAZA_IPN,85
360301129,KES,2022-09-06 06:06:01.000000000,ANGAZA_IPN,378
362708902,KES,2022-09-10 14:33:55.000000000,ANGAZA_IPN,90
390456535,KES,2022-10-27 13:01:44.000000000,ANGAZA_IPN,791
376084390,KES,2022-10-03 11:38:00.000000000,ANGAZA_IPN,650
390276744,KES,2022-10-26 18:41:45.000000000,ANGAZA_IPN,500
476694558,KES,2023-03-12 10:15:42.000000000,ANGAZA_IPN,110
476068807,KES,2023-03-11 10:50:48.000000000,ANGAZA_IPN,707
379642080,KES,2022-10-09 06:13:43.000000000,ANGAZA_IPN,567
381503743,KES,2022-10-12 11:32:29.000000000,ANGAZA_IPN,455
449831048,KES,2023-01-29 09:29:58.000000000,ANGAZA_IPN,574
462545143,KES,2023-02-18 06:00:21.000000000,ANGAZA_IPN,882
350773770,KES,2022-08-20 14:06:20.000000000,ANGAZA_IPN,250
398361651,KES,2022-11-09 03:27:15.000000000,ANGAZA_IPN,1000
357936852,KES,2022-09-02 02:34:23.000000000,ANGAZA_IPN,200
439763729,KES,2023-01-13 14:14:06.000000000,ANGAZA_IPN,500
408797368,KES,2022-11-26 04:31:47.000000000,ANGAZA_IPN,100
417000287,KES,2022-12-08 18:16:42.000000000,ANGAZA_IPN,70
424386579,KES,2022-12-20 16:11:11.000000000,ANGAZA_IPN,100
437170251,KES,2023-01-09 14:36:46.000000000,ANGAZA_IPN,70
444665541,KES,2023-01-20 20:10:35.000000000,ANGAZA_IPN,70
377866138,KES,2022-10-06 06:43:35.000000000,ANGAZA_IPN,1475
359389174,KES,2022-09-04 16:42:17.000000000,ANGAZA_IPN,1000
395100150,KES,2022-11-03 17:24:05.000000000,ANGAZA_IPN,330
423473705,KES,2022-12-19 07:37:54.000000000,ANGAZA_IPN,630
404564062,KES,2022-11-19 11:56:30.000000000,ANGAZA_IPN,5000
444728286,KES,2023-01-21 07:13:27.000000000,ANGAZA_IPN,826
383590401,KES,2022-10-15 16:59:56.000000000,ANGAZA_IPN,340
481707521,KES,2023-03-19 19:07:18.000000000,ANGAZA_IPN,195
419266823,KES,2022-12-12 16:00:53.000000000,ANGAZA_IPN,465
449785639,KES,2023-01-29 05:54:47.000000000,ANGAZA_IPN,96
415680632,KES,2022-12-06 17:47:33.000000000,ANGAZA_IPN,162
492997888,KES,2023-04-06 06:23:34.000000000,ANGAZA_IPN,210
425205473,KES,2022-12-21 17:24:00.000000000,ANGAZA_IPN,100
487839654,KES,2023-03-29 15:42:52.000000000,ANGAZA_IPN,96
452471138,KES,2023-02-02 13:30:39.000000000,ANGAZA_IPN,644
485039630,KES,2023-03-24 21:41:24.000000000,ANGAZA_IPN,128
376447226,KES,2022-10-03 17:15:04.000000000,ANGAZA_IPN,111
460743996,KES,2023-02-15 11:36:03.000000000,ANGAZA_IPN,64
413650258,KES,2022-12-03 17:24:36.000000000,ANGAZA_IPN,160
487716572,KES,2023-03-29 10:25:10.000000000,ANGAZA_IPN,80
411273089,KES,2022-11-30 05:43:01.000000000,ANGAZA_IPN,630
369083705,KES,2022-09-21 11:07:09.000000000,ANGAZA_IPN,2500
366073490,KES,2022-09-16 06:49:47.000000000,ANGAZA_IPN,574
481127097,KES,2023-03-18 21:15:44.000000000,ANGAZA_IPN,85
369629342,KES,2022-09-22 08:43:47.000000000,ANGAZA_IPN,5000
479195328,KES,2023-03-16 05:18:28.000000000,ANGAZA_IPN,96
376210631,KES,2022-10-03 15:25:50.000000000,ANGAZA_IPN,100
400980195,KES,2022-11-13 15:35:38.000000000,ANGAZA_IPN,100
392319729,KES,2022-10-30 15:16:12.000000000,ANGAZA_IPN,784
431332021,KES,2022-12-31 04:32:41.000000000,ANGAZA_IPN,100
468605675,KES,2023-02-27 17:03:58.000000000,ANGAZA_IPN,21
445510607,KES,2023-01-22 15:42:44.000000000,ANGAZA_IPN,13
443436293,KES,2023-01-19 05:21:23.000000000,ANGAZA_IPN,70
441525995,KES,2023-01-16 08:02:11.000000000,ANGAZA_IPN,100
468798975,KES,2023-02-27 19:17:07.000000000,ANGAZA_IPN,148
471430689,KES,2023-03-03 20:34:12.000000000,ANGAZA_IPN,65
472047115,KES,2023-03-04 18:14:57.000000000,ANGAZA_IPN,101
441531306,KES,2023-01-16 08:25:54.000000000,ANGAZA_IPN,70
411225576,KES,2022-11-29 20:18:08.000000000,ANGAZA_IPN,749
402198747,KES,2022-11-15 15:08:09.000000000,ANGAZA_IPN,364
395816438,KES,2022-11-04 18:09:44.000000000,ANGAZA_IPN,126
457391058,KES,2023-02-09 18:54:14.000000000,ANGAZA_IPN,140
437774873,KES,2023-01-10 10:22:33.000000000,ANGAZA_IPN,81
390375085,KES,2022-10-27 06:44:21.000000000,ANGAZA_IPN,441
372906735,KES,2022-09-27 17:20:18.000000000,ANGAZA_IPN,470
407245499,KES,2022-11-23 16:26:04.000000000,ANGAZA_IPN,77
380233494,KES,2022-10-10 08:49:00.000000000,ANGAZA_IPN,100
375509152,KES,2022-10-02 11:52:36.000000000,ANGAZA_IPN,553
390527215,KES,2022-10-27 15:28:03.000000000,ANGAZA_IPN,100
396022542,KES,2022-11-05 12:37:21.000000000,ANGAZA_IPN,805
365981410,KES,2022-09-15 18:38:14.000000000,ANGAZA_IPN,455
377877527,KES,2022-10-06 07:11:27.000000000,ANGAZA_IPN,658
348513948,KES,2022-08-16 12:32:16.000000000,ANGAZA_IPN,6200
420376598,KES,2022-12-14 08:18:49.000000000,ANGAZA_IPN,1134
461670593,KES,2023-02-16 17:19:54.000000000,ANGAZA_IPN,189
454986797,KES,2023-02-06 12:08:42.000000000,ANGAZA_IPN,805
448725407,KES,2023-01-27 16:04:44.000000000,ANGAZA_IPN,51
411504616,KES,2022-11-30 15:53:43.000000000,ANGAZA_IPN,70
364709458,KES,2022-09-13 17:02:20.000000000,ANGAZA_IPN,82
373768287,KES,2022-09-29 13:09:04.000000000,ANGAZA_IPN,2298
457306550,KES,2023-02-09 17:55:14.000000000,ANGAZA_IPN,70
438335170,KES,2023-01-11 03:01:25.000000000,ANGAZA_IPN,300
437749491,KES,2023-01-10 08:33:11.000000000,ANGAZA_IPN,140
423629241,KES,2022-12-19 14:59:17.000000000,ANGAZA_IPN,60
462002841,KES,2023-02-17 12:34:35.000000000,ANGAZA_IPN,1400
461328120,KES,2023-02-16 08:32:56.000000000,ANGAZA_IPN,50
414230785,KES,2022-12-04 16:56:15.000000000,ANGAZA_IPN,100
455690858,KES,2023-02-07 14:11:43.000000000,ANGAZA_IPN,96
422832569,KES,2022-12-17 21:50:22.000000000,ANGAZA_IPN,350
465073896,KES,2023-02-22 03:55:06.000000000,ANGAZA_IPN,1099
415233275,KES,2022-12-06 06:24:19.000000000,ANGAZA_IPN,117
415866650,KES,2022-12-07 06:18:48.000000000,ANGAZA_IPN,441
412581332,KES,2022-12-02 06:34:28.000000000,ANGAZA_IPN,560
390772057,KES,2022-10-27 17:23:27.000000000,ANGAZA_IPN,70
400099798,KES,2022-11-11 18:18:32.000000000,ANGAZA_IPN,693
444263756,KES,2023-01-20 15:59:04.000000000,ANGAZA_IPN,69
468210652,KES,2023-02-27 07:28:07.000000000,ANGAZA_IPN,866
431399955,KES,2022-12-31 09:29:00.000000000,ANGAZA_IPN,170
428098739,KES,2022-12-26 05:12:42.000000000,ANGAZA_IPN,759
449638654,KES,2023-01-28 18:16:01.000000000,ANGAZA_IPN,70
386653831,KES,2022-10-20 17:22:28.000000000,ANGAZA_IPN,65
440220790,KES,2023-01-13 19:45:29.000000000,ANGAZA_IPN,94
409252399,KES,2022-11-26 17:43:32.000000000,ANGAZA_IPN,65
491530376,KES,2023-04-03 20:35:01.000000000,ANGAZA_IPN,66
417688285,KES,2022-12-09 18:59:04.000000000,ANGAZA_IPN,10
379503581,KES,2022-10-08 17:51:52.000000000,ANGAZA_IPN,560
464518926,KES,2023-02-21 11:15:51.000000000,ANGAZA_IPN,63
391685996,KES,2022-10-29 14:09:26.000000000,ANGAZA_IPN,100
459480047,KES,2023-02-13 13:34:44.000000000,ANGAZA_IPN,500
433350818,KES,2023-01-03 10:02:32.000000000,ANGAZA_IPN,483
448609206,KES,2023-01-27 11:40:40.000000000,ANGAZA_IPN,665
444102489,KES,2023-01-20 07:56:00.000000000,ANGAZA_IPN,784
440851623,KES,2023-01-14 19:52:23.000000000,ANGAZA_IPN,80
440979250,KES,2023-01-15 11:45:36.000000000,ANGAZA_IPN,672
417760306,KES,2022-12-10 05:12:57.000000000,ANGAZA_IPN,260
430490974,KES,2022-12-29 17:29:36.000000000,ANGAZA_IPN,567
451121392,KES,2023-01-31 09:25:13.000000000,ANGAZA_IPN,107
442938790,KES,2023-01-18 14:29:02.000000000,ANGAZA_IPN,150
380905966,KES,2022-10-11 11:36:23.000000000,ANGAZA_IPN,700
423503292,KES,2022-12-19 09:49:47.000000000,ANGAZA_IPN,658
381512486,KES,2022-10-12 12:10:56.000000000,ANGAZA_IPN,800
354643630,KES,2022-08-27 14:28:47.000000000,ANGAZA_IPN,7700
361465302,KES,2022-09-08 07:32:38.000000000,ANGAZA_IPN,80
374932844,KES,2022-10-01 12:20:38.000000000,ANGAZA_IPN,3800
380572882,KES,2022-10-10 16:47:00.000000000,ANGAZA_IPN,170
383294735,KES,2022-10-15 11:55:03.000000000,ANGAZA_IPN,390
474144107,KES,2023-03-08 08:40:19.000000000,ANGAZA_IPN,917
452564212,KES,2023-02-02 16:08:43.000000000,ANGAZA_IPN,162
448533358,KES,2023-01-27 05:53:48.000000000,ANGAZA_IPN,600
439689967,KES,2023-01-13 09:45:17.000000000,ANGAZA_IPN,157
463047662,KES,2023-02-18 18:38:31.000000000,ANGAZA_IPN,63
483932413,KES,2023-03-23 14:40:53.000000000,ANGAZA_IPN,500
432624195,KES,2023-01-02 05:18:21.000000000,ANGAZA_IPN,650
411841700,KES,2022-11-30 18:58:37.000000000,ANGAZA_IPN,200
429415352,KES,2022-12-28 06:19:10.000000000,ANGAZA_IPN,609
453619355,KES,2023-02-04 04:14:07.000000000,ANGAZA_IPN,90
433163251,KES,2023-01-02 18:17:23.000000000,ANGAZA_IPN,93
407434896,KES,2022-11-23 18:10:30.000000000,ANGAZA_IPN,665
355161468,KES,2022-08-28 13:26:34.000000000,ANGAZA_IPN,3300
474899266,KES,2023-03-09 15:38:11.000000000,ANGAZA_IPN,128
474521522,KES,2023-03-08 17:39:41.000000000,ANGAZA_IPN,66
437198641,KES,2023-01-09 15:14:51.000000000,ANGAZA_IPN,100
452226054,KES,2023-02-01 18:29:45.000000000,ANGAZA_IPN,651
380235468,KES,2022-10-10 08:58:28.000000000,ANGAZA_IPN,1000
456853220,KES,2023-02-09 06:22:17.000000000,ANGAZA_IPN,77
456187295,KES,2023-02-08 03:56:53.000000000,ANGAZA_IPN,870
432688460,KES,2023-01-02 09:53:27.000000000,ANGAZA_IPN,101
432615257,KES,2023-01-02 04:25:21.000000000,ANGAZA_IPN,800
428322248,KES,2022-12-26 15:30:10.000000000,ANGAZA_IPN,94
377394038,KES,2022-10-05 14:58:35.000000000,ANGAZA_IPN,200
381435631,KES,2022-10-12 05:36:02.000000000,ANGAZA_IPN,1253
357535897,KES,2022-09-01 15:30:51.000000000,ANGAZA_IPN,20
447369310,KES,2023-01-25 13:24:43.000000000,ANGAZA_IPN,130
460683612,KES,2023-02-15 07:04:18.000000000,ANGAZA_IPN,600
484159867,KES,2023-03-23 16:53:17.000000000,ANGAZA_IPN,15
494778511,KES,2023-04-08 17:27:52.000000000,ANGAZA_IPN,129
438468562,KES,2023-01-11 13:06:20.000000000,ANGAZA_IPN,89
421114699,KES,2022-12-15 14:26:07.000000000,ANGAZA_IPN,65
403941798,KES,2022-11-18 11:31:43.000000000,ANGAZA_IPN,504
458100684,KES,2023-02-11 01:04:31.000000000,ANGAZA_IPN,282
428819550,KES,2022-12-27 09:29:05.000000000,ANGAZA_IPN,105
405077818,KES,2022-11-20 04:26:38.000000000,ANGAZA_IPN,812
401420671,KES,2022-11-14 09:09:15.000000000,ANGAZA_IPN,130
473587674,KES,2023-03-07 13:26:50.000000000,ANGAZA_IPN,483
406121033,KES,2022-11-21 17:17:24.000000000,ANGAZA_IPN,520
472874359,KES,2023-03-06 10:18:08.000000000,ANGAZA_IPN,600
454976528,KES,2023-02-06 11:41:19.000000000,ANGAZA_IPN,130
492844172,KES,2023-04-05 18:22:34.000000000,ANGAZA_IPN,560
412494956,KES,2022-12-01 19:09:29.000000000,ANGAZA_IPN,72
392747378,KES,2022-10-31 06:28:35.000000000,ANGAZA_IPN,118
450344903,KES,2023-01-29 21:00:46.000000000,ANGAZA_IPN,100
474359663,KES,2023-03-08 16:31:03.000000000,ANGAZA_IPN,130
431323827,KES,2022-12-31 03:24:34.000000000,ANGAZA_IPN,819
417214892,KES,2022-12-09 11:56:53.000000000,ANGAZA_IPN,791
427454730,KES,2022-12-24 21:09:35.000000000,ANGAZA_IPN,707
478228921,KES,2023-03-14 16:38:48.000000000,ANGAZA_IPN,150
422283436,KES,2022-12-17 08:49:57.000000000,ANGAZA_IPN,1000
461476321,KES,2023-02-16 15:57:46.000000000,ANGAZA_IPN,107
384928487,KES,2022-10-17 18:29:25.000000000,ANGAZA_IPN,100
400176657,KES,2022-11-11 23:37:53.000000000,ANGAZA_IPN,600
403870778,KES,2022-11-18 05:29:24.000000000,ANGAZA_IPN,82
453639637,KES,2023-02-04 06:06:18.000000000,ANGAZA_IPN,805
389784282,KES,2022-10-26 07:09:40.000000000,ANGAZA_IPN,500
374319514,KES,2022-09-30 10:53:48.000000000,ANGAZA_IPN,483
432140061,KES,2023-01-01 12:18:21.000000000,ANGAZA_IPN,600
469630959,KES,2023-03-01 13:26:59.000000000,ANGAZA_IPN,11
370780841,KES,2022-09-24 08:39:14.000000000,ANGAZA_IPN,105
455877840,KES,2023-02-07 16:50:09.000000000,ANGAZA_IPN,134
442188720,KES,2023-01-17 06:57:14.000000000,ANGAZA_IPN,104
458759657,KES,2023-02-12 06:04:22.000000000,ANGAZA_IPN,448
442907548,KES,2023-01-18 12:55:58.000000000,ANGAZA_IPN,714
416682884,KES,2022-12-08 15:41:11.000000000,ANGAZA_IPN,150
442222612,KES,2023-01-17 09:31:47.000000000,ANGAZA_IPN,575
432643037,KES,2023-01-02 06:44:49.000000000,ANGAZA_IPN,96
357370451,KES,2022-09-01 05:08:04.000000000,ANGAZA_IPN,900
376530894,KES,2022-10-03 18:08:14.000000000,ANGAZA_IPN,235
375998694,KES,2022-10-03 04:13:01.000000000,ANGAZA_IPN,882
377936911,KES,2022-10-06 11:47:35.000000000,ANGAZA_IPN,5
358892709,KES,2022-09-03 17:02:58.000000000,ANGAZA_IPN,500
461909610,KES,2023-02-17 05:23:04.000000000,ANGAZA_IPN,1700
444102709,KES,2023-01-20 07:56:58.000000000,ANGAZA_IPN,784
403204209,KES,2022-11-16 19:00:39.000000000,ANGAZA_IPN,686
465813566,KES,2023-02-23 10:52:19.000000000,ANGAZA_IPN,945
455062166,KES,2023-02-06 14:47:39.000000000,ANGAZA_IPN,64
451866132,KES,2023-02-01 15:22:22.000000000,ANGAZA_IPN,518
422542416,KES,2022-12-17 16:33:24.000000000,ANGAZA_IPN,707
367856589,KES,2022-09-19 11:34:54.000000000,ANGAZA_IPN,376
429484442,KES,2022-12-28 11:06:18.000000000,ANGAZA_IPN,500
470232489,KES,2023-03-02 10:22:52.000000000,ANGAZA_IPN,800
436282865,KES,2023-01-07 18:12:41.000000000,ANGAZA_IPN,105
432656349,KES,2023-01-02 07:40:54.000000000,ANGAZA_IPN,9
449752980,KES,2023-01-28 21:47:09.000000000,ANGAZA_IPN,100
415289415,KES,2022-12-06 10:14:16.000000000,ANGAZA_IPN,1000
460017365,KES,2023-02-13 21:57:03.000000000,ANGAZA_IPN,100
454618049,KES,2023-02-05 17:12:42.000000000,ANGAZA_IPN,700
422377249,KES,2022-12-17 14:32:07.000000000,ANGAZA_IPN,500
377007144,KES,2022-10-04 16:52:47.000000000,ANGAZA_IPN,420
392508455,KES,2022-10-30 16:54:35.000000000,ANGAZA_IPN,710
382634432,KES,2022-10-14 06:48:25.000000000,ANGAZA_IPN,800
381464271,KES,2022-10-12 08:19:57.000000000,ANGAZA_IPN,700
354234972,KES,2022-08-26 16:26:42.000000000,ANGAZA_IPN,120
375969119,KES,2022-10-02 19:49:44.000000000,ANGAZA_IPN,65
377857602,KES,2022-10-06 06:03:54.000000000,ANGAZA_IPN,500
373173170,KES,2022-09-28 12:30:50.000000000,ANGAZA_IPN,3700
455807737,KES,2023-02-07 16:24:43.000000000,ANGAZA_IPN,364
454899303,KES,2023-02-06 06:34:35.000000000,ANGAZA_IPN,602
462605137,KES,2023-02-18 10:23:14.000000000,ANGAZA_IPN,707
404074563,KES,2022-11-18 15:51:04.000000000,ANGAZA_IPN,141
400373990,KES,2022-11-12 15:26:42.000000000,ANGAZA_IPN,3800
394676756,KES,2022-11-03 07:00:14.000000000,ANGAZA_IPN,600
470024084,KES,2023-03-01 18:10:33.000000000,ANGAZA_IPN,609
483471455,KES,2023-03-22 16:34:50.000000000,ANGAZA_IPN,581
438327474,KES,2023-01-10 22:03:09.000000000,ANGAZA_IPN,665
458605231,KES,2023-02-11 18:15:45.000000000,ANGAZA_IPN,441
439751952,KES,2023-01-13 13:40:31.000000000,ANGAZA_IPN,800
414642725,KES,2022-12-05 14:03:33.000000000,ANGAZA_IPN,84
397627495,KES,2022-11-07 17:59:42.000000000,ANGAZA_IPN,100
484501125,KES,2023-03-24 11:12:26.000000000,ANGAZA_IPN,157
473444068,KES,2023-03-06 21:08:26.000000000,ANGAZA_IPN,137
492163905,KES,2023-04-04 19:12:38.000000000,ANGAZA_IPN,110
444893444,KES,2023-01-21 15:54:41.000000000,ANGAZA_IPN,118
472085079,KES,2023-03-04 18:44:16.000000000,ANGAZA_IPN,189
434605000,KES,2023-01-05 10:19:27.000000000,ANGAZA_IPN,553
376274412,KES,2022-10-03 15:59:43.000000000,ANGAZA_IPN,1099
368289324,KES,2022-09-19 18:06:59.000000000,ANGAZA_IPN,226
380159361,KES,2022-10-09 20:48:32.000000000,ANGAZA_IPN,300
496162164,KES,2023-04-10 19:50:35.000000000,ANGAZA_IPN,116
449873322,KES,2023-01-29 12:31:13.000000000,ANGAZA_IPN,87
416512806,KES,2022-12-08 07:41:15.000000000,ANGAZA_IPN,1000
410413179,KES,2022-11-28 17:03:05.000000000,ANGAZA_IPN,500
413269884,KES,2022-12-03 08:42:49.000000000,ANGAZA_IPN,200
398420163,KES,2022-11-09 09:00:19.000000000,ANGAZA_IPN,560
412334479,KES,2022-12-01 17:10:31.000000000,ANGAZA_IPN,50
434980671,KES,2023-01-05 17:42:02.000000000,ANGAZA_IPN,72
417195237,KES,2022-12-09 10:45:20.000000000,ANGAZA_IPN,658
485882426,KES,2023-03-26 15:18:35.000000000,ANGAZA_IPN,90
362026201,KES,2022-09-09 05:57:04.000000000,ANGAZA_IPN,80
459231728,KES,2023-02-12 18:30:30.000000000,ANGAZA_IPN,500
421970562,KES,2022-12-16 16:52:45.000000000,ANGAZA_IPN,500
395895615,KES,2022-11-04 21:13:36.000000000,ANGAZA_IPN,826
413314903,KES,2022-12-03 11:39:07.000000000,ANGAZA_IPN,707
368878181,KES,2022-09-20 17:47:52.000000000,ANGAZA_IPN,2000
400504105,KES,2022-11-12 16:26:05.000000000,ANGAZA_IPN,483
383834085,KES,2022-10-16 06:52:13.000000000,ANGAZA_IPN,82
400675533,KES,2022-11-12 17:59:48.000000000,ANGAZA_IPN,1000
406914344,KES,2022-11-23 03:50:47.000000000,ANGAZA_IPN,462
374322438,KES,2022-09-30 11:06:49.000000000,ANGAZA_IPN,83
382840976,KES,2022-10-14 16:00:05.000000000,ANGAZA_IPN,460
368292429,KES,2022-09-19 18:09:36.000000000,ANGAZA_IPN,60
370730478,KES,2022-09-24 03:51:52.000000000,ANGAZA_IPN,1400
375946078,KES,2022-10-02 18:57:14.000000000,ANGAZA_IPN,1057
404561933,KES,2022-11-19 11:47:32.000000000,ANGAZA_IPN,65
374409018,KES,2022-09-30 15:07:34.000000000,ANGAZA_IPN,138
473531752,KES,2023-03-07 09:47:54.000000000,ANGAZA_IPN,59
400994308,KES,2022-11-13 15:44:19.000000000,ANGAZA_IPN,570
449785950,KES,2023-01-29 05:56:13.000000000,ANGAZA_IPN,450
409427408,KES,2022-11-27 06:42:19.000000000,ANGAZA_IPN,126
425998677,KES,2022-12-22 19:14:46.000000000,ANGAZA_IPN,69
412641996,KES,2022-12-02 10:51:54.000000000,ANGAZA_IPN,350
467612142,KES,2023-02-26 06:30:31.000000000,ANGAZA_IPN,504
397593618,KES,2022-11-07 17:36:02.000000000,ANGAZA_IPN,700
393867514,KES,2022-11-01 17:50:54.000000000,ANGAZA_IPN,462
357969591,KES,2022-09-02 06:59:50.000000000,ANGAZA_IPN,3192
475257418,KES,2023-03-09 18:42:22.000000000,ANGAZA_IPN,90
387526288,KES,2022-10-22 12:57:07.000000000,ANGAZA_IPN,20
473583395,KES,2023-03-07 13:12:44.000000000,ANGAZA_IPN,553
387891058,KES,2022-10-22 18:03:22.000000000,ANGAZA_IPN,10
397111754,KES,2022-11-07 06:16:04.000000000,ANGAZA_IPN,100
439955787,KES,2023-01-13 16:49:53.000000000,ANGAZA_IPN,550
449255242,KES,2023-01-28 12:36:36.000000000,ANGAZA_IPN,1099
462856310,KES,2023-02-18 16:56:56.000000000,ANGAZA_IPN,560
435909613,KES,2023-01-07 13:21:51.000000000,ANGAZA_IPN,94
472291813,KES,2023-03-05 12:58:54.000000000,ANGAZA_IPN,140
457880359,KES,2023-02-10 17:24:05.000000000,ANGAZA_IPN,798
437617587,KES,2023-01-09 18:47:48.000000000,ANGAZA_IPN,200
419015023,KES,2022-12-12 06:30:55.000000000,ANGAZA_IPN,1450
422976549,KES,2022-12-18 13:42:24.000000000,ANGAZA_IPN,800
431447486,KES,2022-12-31 12:21:41.000000000,ANGAZA_IPN,300
399020708,KES,2022-11-10 08:21:37.000000000,ANGAZA_IPN,114
348512166,KES,2022-08-16 12:25:47.000000000,ANGAZA_IPN,4000
428341244,KES,2022-12-26 15:46:57.000000000,ANGAZA_IPN,750
444863274,KES,2023-01-21 15:15:02.000000000,ANGAZA_IPN,170
372327366,KES,2022-09-26 17:27:47.000000000,ANGAZA_IPN,83
464508732,KES,2023-02-21 10:30:59.000000000,ANGAZA_IPN,100
