GROUP_ID,ID,NUMBER,PAYMENT_DUE_DATE,RESPONSIBLE_USER_ID,CREATED_WHEN,REGISTRATION_DATE,BILLING_ID,ORGANIZATION_ID,IS_TESTING,TOTAL_UNCONSUMED_MONEY,NOMINAL_TERM
122059,5930582,662754308,,120192,2022-09-02 14:44:17.006000000,2022-09-02 14:44:16.984000000,3173628,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122052,5928875,662704709,,120879,2022-09-02 12:33:54.283000000,2022-09-02 12:33:53.920000000,3173621,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119491,5924111,662345909,2022-10-21 14:47:25.851000000,124823,2022-09-01 17:06:01.349000000,2022-09-01 17:06:01.164000000,3158543,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119491,5923608,662345305,2022-09-29 16:12:34.589000000,124823,2022-09-01 16:12:34.941000000,2022-09-01 16:12:34.589000000,3294792,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119480,5960998,664717501,2022-09-23 13:59:52.046000000,124822,2022-09-06 16:04:37.604000000,2022-09-06 16:04:37.348000000,3294794,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121322,5991626,668867203,,122731,2022-09-10 09:45:06.523000000,2022-09-10 09:45:06.193000000,3170582,1078,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
123565,5928462,662703503,,119012,2022-09-02 12:01:26.585000000,2022-09-02 12:01:26.430000000,3183887,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121390,5963668,666606603,2023-04-25 03:33:45.959000000,127799,2022-09-07 06:24:48.002000000,2022-09-07 06:24:47.816000000,3411083,1077,false,0,"{
  ""days"": 181,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122047,6071492,680011806,2023-02-17 12:38:12.381000000,118766,2022-09-20 15:46:35.255000000,2022-09-20 15:46:35.237000000,3173616,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119232,5820604,615181203,2023-03-27 09:34:16.074000000,123726,2022-08-18 07:13:03.145000000,2022-08-18 07:13:02.864000000,3294830,1062,false,0,"{
  ""days"": 357,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122046,5990594,668865009,,118765,2022-09-10 06:36:33.696000000,2022-09-10 06:36:33.357000000,3173615,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120939,5837212,616960704,,129953,2022-08-20 08:44:36.254000000,2022-08-20 08:44:36.120000000,3177573,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121333,5795022,614736809,,122731,2022-08-15 12:33:27.730000000,2022-08-15 12:33:27.545000000,3170593,1078,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120959,5916738,660484908,2023-04-12 04:22:19.612000000,126032,2022-08-31 17:37:24.952000000,2022-08-31 17:37:24.600000000,3167533,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
123620,5968522,584474605,,121649,2022-09-07 14:09:19.395000000,2022-09-07 14:09:19.260000000,3242851,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122046,5856389,618536502,,123855,2022-08-23 10:52:58.799000000,2022-08-23 10:52:58.511000000,3173615,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119491,6074736,709283600,,131937,2022-09-21 09:01:27.114000000,2022-09-21 09:01:26.998000000,3158543,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122480,5910603,660400508,,121649,2022-08-31 07:28:01.243000000,2022-08-31 07:28:01.083000000,3176205,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120941,5946265,663619203,,126043,2022-09-05 06:25:33.483000000,2022-09-05 06:25:33.354000000,3339338,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119286,6021526,672279304,,130100,2022-09-14 08:52:39.754000000,2022-09-14 08:52:39.627000000,3143708,1098,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119483,5965741,666842406,2023-04-14 19:29:28.806000000,131937,2022-09-07 10:48:09.489000000,2022-09-07 10:48:09.345000000,3190171,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121267,6100328,709461602,,131013,2022-09-24 14:23:20.696000000,2022-09-24 14:23:20.390000000,3167983,1104,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121406,5791013,614673606,,127799,2022-08-15 07:19:42.200000000,2022-08-15 07:19:41.983000000,3170666,1077,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118933,6174753,713948404,2023-03-01 11:53:06.109000000,119313,2022-10-05 18:05:40.809000000,2022-10-05 18:05:40.569000000,3142514,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
123562,5930178,662751007,,119012,2022-09-02 14:15:07.156000000,2022-09-02 14:15:06.799000000,3183884,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118914,6168300,713936805,2023-04-18 09:29:59.362000000,119289,2022-10-05 08:16:19.335000000,2022-10-05 08:16:19.140000000,3142495,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120943,5920996,662338706,,126033,2022-09-01 12:03:19.378000000,2022-09-01 12:03:19.235000000,3167517,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
132477,6530150,814291001,2023-04-14 19:16:42.008000000,132467,2022-11-20 10:49:13.114000000,2022-11-20 10:49:13.101000000,3272812,1088,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118790,5834238,616956603,,126471,2022-08-19 15:53:26.261000000,2022-08-19 15:53:26.035000000,3141411,1093,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119472,5885632,659115604,2023-03-08 13:33:05.646000000,131937,2022-08-27 08:30:19.407000000,2022-08-27 08:30:19.274000000,3158524,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119491,5878851,658794201,2023-03-27 10:38:36.131000000,124822,2022-08-26 09:54:23.106000000,2022-08-26 09:54:22.870000000,3158543,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
132202,7072085,862545308,2023-04-13 08:58:38.496000000,140105,2023-01-26 10:21:12.803000000,2023-01-26 10:21:12.792000000,3271714,1104,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121353,5799468,614738409,,125253,2022-08-15 16:29:15.831000000,2022-08-15 16:29:15.615000000,3170613,1090,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121324,6058386,678946401,,122732,2022-09-19 08:26:10.361000000,2022-09-19 08:26:10.222000000,3170584,1078,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122053,5915059,660471608,,123855,2022-08-31 14:55:01.485000000,2022-08-31 14:55:01.188000000,3173622,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119472,5817329,615123908,,124822,2022-08-17 15:04:42.370000000,2022-08-17 15:04:41.928000000,3158524,1086,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
123556,6054629,672835501,,119012,2022-09-18 11:47:46.859000000,2022-09-18 11:47:46.718000000,3183878,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120943,5936478,662773001,,126035,2022-09-03 12:03:38.233000000,2022-09-03 12:03:38.046000000,3167517,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122077,5986381,668856305,,118764,2022-09-09 14:00:06.127000000,2022-09-09 14:00:05.932000000,3173646,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
123670,5965639,,2023-01-16 14:46:40.924000000,119976,2022-09-07 10:40:44.597000000,2022-09-07 10:40:44.407000000,3234115,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118914,6001132,668876006,,119313,2022-09-11 15:24:07.318000000,2022-09-11 15:24:07.145000000,3142495,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122056,5859048,618645709,2023-04-14 05:40:12.317000000,126151,2022-08-23 15:07:13.648000000,2022-08-23 15:07:13.467000000,3287137,1062,false,0,"{
  ""days"": 181,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118967,5979334,668771504,2023-04-14 07:06:17.040000000,118296,2022-09-08 16:09:04.432000000,2022-09-08 16:09:04.249000000,3432666,1056,false,0,"{
  ""days"": 181,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118793,5805698,614898906,,126471,2022-08-16 10:24:52.348000000,2022-08-16 10:24:52.086000000,3141414,1093,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122046,5821493,615194701,2023-04-08 13:00:44.968000000,123855,2022-08-18 09:27:39.534000000,2022-08-18 09:27:38.899000000,3255140,1062,false,0,"{
  ""days"": 181,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119480,5908908,660346800,2023-04-13 17:01:29.587000000,124823,2022-08-30 17:02:06.366000000,2022-08-30 17:02:06.165000000,3373570,1086,false,0,"{
  ""days"": 181,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118903,5915041,660471707,,119290,2022-08-31 14:52:50.535000000,2022-08-31 14:52:50.335000000,3142484,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122047,6021742,672279403,2023-03-13 05:04:50.524000000,123726,2022-09-14 09:18:37.608000000,2022-09-14 09:18:37.450000000,3173616,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120943,5889034,659140008,,126033,2022-08-27 15:14:50.032000000,2022-08-27 15:14:49.751000000,3167517,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120055,5845785,616967600,2022-10-28 16:19:57.558000000,130564,2022-08-21 16:00:54.587000000,2022-08-21 16:00:54.267000000,3160071,1103,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120942,6060753,679081505,2023-04-07 07:18:09.639000000,126037,2022-09-19 12:33:50.134000000,2022-09-19 12:33:50.012000000,3167516,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122055,6031712,669187700,,126151,2022-09-15 11:55:16.849000000,2022-09-15 11:55:16.829000000,3173624,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
125285,6121346,713039204,,121649,2022-09-28 09:01:40.077000000,2022-09-28 09:01:39.876000000,3210820,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120957,6110432,711888206,2023-04-09 11:03:13.983000000,126033,2022-09-26 14:47:28.044000000,2022-09-26 14:47:27.900000000,3167531,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120962,5886202,659115901,,126040,2022-08-27 09:52:32.269000000,2022-08-27 09:52:32.165000000,3167536,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120959,6081665,709324800,2023-04-14 06:11:48.863000000,126030,2022-09-22 07:19:51.233000000,2022-09-22 07:19:51.104000000,3167533,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
132197,6822770,853653806,2023-04-14 15:35:46.437000000,131345,2022-12-24 06:36:51.609000000,2022-12-24 06:36:51.596000000,3271709,1104,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118941,5943336,662778604,2023-04-14 20:42:57.550000000,119289,2022-09-04 13:00:49.543000000,2022-09-04 13:00:49.384000000,3142522,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118928,6038089,672789203,,119290,2022-09-16 08:44:34.265000000,2022-09-16 08:44:34.107000000,3142509,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118933,6054630,672835303,,119289,2022-09-18 11:48:06.347000000,2022-09-18 11:48:06.179000000,3142514,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
119237,5817202,615123700,2023-04-16 09:49:09.935000000,118765,2022-08-17 14:53:41.809000000,2022-08-17 14:53:41.600000000,3143659,1062,false,0,"{
  ""days"": 357,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118472,5822099,615195906,,121649,2022-08-18 10:30:05.461000000,2022-08-18 10:30:05.229000000,3135378,1063,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120962,6067175,679418707,,126035,2022-09-20 09:19:44.750000000,2022-09-20 09:19:44.625000000,3167536,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121335,5896472,660024407,,122731,2022-08-29 10:00:49.800000000,2022-08-29 10:00:49.658000000,3170595,1078,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120942,5988510,668861909,,126032,2022-09-09 16:42:09.493000000,2022-09-09 16:42:09.321000000,3167516,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121333,5900897,660030206,2023-04-03 04:45:35.516000000,122734,2022-08-29 16:12:29.616000000,2022-08-29 16:12:29.426000000,3292092,1078,false,0,"{
  ""days"": 181,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
122085,6048858,672831807,,118765,2022-09-17 12:17:12.331000000,2022-09-17 12:17:12.083000000,3173654,1062,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
121348,5898810,660027806,2023-04-12 21:55:59.394000000,122730,2022-08-29 13:33:55.251000000,2022-08-29 13:33:54.899000000,3403563,1078,false,0,"{
  ""days"": 181,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
118919,5841112,616965505,,119289,2022-08-20 15:42:02.223000000,2022-08-20 15:42:01.340000000,3142500,1064,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120947,6147315,713590800,,126030,2022-10-01 16:14:43.614000000,2022-10-01 16:14:43.479000000,3167521,1092,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
120665,5946447,663620805,,119985,2022-09-05 07:19:11.735000000,2022-09-05 07:19:11.617000000,3164712,1068,false,0,"{
  ""days"": 175,
  ""hours"": 0,
  ""minutes"": 0,
  ""months"": 0,
  ""seconds"": 0,
  ""years"": 0
}"
